Facility Number,Facility Name,HMIS,Province,District,Division,LOCATION,County,Constituency,Sub-Location,Spatial Reference Method,Facility Type,Agency,Geolocation,Facility Type NAME
20,NYAMAGWA HEALTH CENTRE,1260,NYANZA,GUCHA,SAMETA,BASSI BOINTANGARE,KISII,NYARIBARI CHACHE,NYAMAGWA(GUCHA),GPS,3,MISS,"(-0.79123000000, 34.80025000000)",Health Centre
24,OMOREMBE HEALTH CENTRE,169,NYANZA,GUCHA,OGEMBO,SENGERA,KISII,NYARIBARI CHACHE,NYAISERO,GPS,3,MISS,"(-0.84779000000, 34.72154000000)",Health Centre
25,RIOKINDO SDA HEALTH CENTRE,3015,NYANZA,GUCHA,KENYENYA,MAJOGE MASABA,KISII,NYARIBARI CHACHE,KENYENYA,GPS,3,MISS,"(-0.88487000000, 34.73220000000)",Health Centre
26,RITUMBE HEALTH CENTRE,1252,NYANZA,GUCHA,NYACHEKI,BASSI BOGETAORIO,KISII,NYARIBARI CHACHE,NYANGUSO,GPS,3,MISS,"(-0.91962000000, 34.84671000000)",Health Centre
27,STELA MARIS SENGERA HEALTH CENTRE,1263,NYANZA,GUCHA,OGEMBO,SENGERA,KISII,NYARIBARI CHACHE,BOSOTI,GPS,3,MISS,"(-0.86201000000, 34.71967000000)",Health Centre
1,ASUMBI MISS H C,1438,NYANZA,HOMA BAY,RANGWE,GEM CENTRAL,HOMA BAY,RANGWE,KAJULU,HD MAPS,3,MISS,"(-0.62583500000, 34.62960000000)",Health Centre
3,GOT KOJOWI H C,385,NYANZA,HOMA BAY,NYARONGI,EAST KWAMBWAI,HOMA BAY,RANGWE,KAWANGA,HD MAPS,3,MOH,"(-0.75219900000, 34.25530000000)",Health Centre
10,MAGINA H C,1401,NYANZA,HOMA BAY,RIANA,CENTRAL KABUOCH,HOMA BAY,RANGWE,KAWERE/KAWUOR,HD MAPS,3,MOH,"(-0.69035000000, 34.51580000000)",Health Centre
16,MIROGI MISS H C,1453,NYANZA,HOMA BAY,NDHIWA,WEST KANYAMWA,HOMA BAY,RANGWE,KAYAMBO,HD MAPS,3,MISS,"(-0.68961000000, 34.33640000000)",Health Centre
17,NDHIWA H C,1455,NYANZA,HOMA BAY,NDHIWA,WEST KANYAMWA,HOMA BAY,RANGWE,KWAMO,HD MAPS,3,MOH,"(-0.73265700000, 34.33220000000)",Health Centre
18,NDIRU H C,1456,NYANZA,HOMA BAY,RANGWE,WEST KAGAN,HOMA BAY,RANGWE,KANYIRIEMA,HD MAPS,3,MOH,"(-0.50254000000, 34.58120000000)",Health Centre
19,NYAGORO H C,1412,NYANZA,HOMA BAY,RANGWE,EAST KOCHIA,HOMA BAY,RANGWE,KORAYO,HD MAPS,3,MOH,"(-0.50760800000, 34.52930000000)",Health Centre
23,OBERA HEALTH CENTRE,0,NYANZA,HOMA BAY,RIANA,WEST KABUOCH,HOMA BAY,RANGWE,KACHIENG EAST,DDP,3,MOH,"(-0.69451000000, 34.48440000000)",Health Centre
27,PALA H C,1426,NYANZA,HOMA BAY,RIANA,SOUTH KABUOCH,HOMA BAY,RANGWE,KAGURIA KAMENYA,HD MAPS,3,MOH,"(-0.82374000000, 34.46400000000)",Health Centre
28,RANGWE HC,1428,NYANZA,HOMA BAY,RANGWE,GEM CENTRAL,HOMA BAY,RANGWE,KAJULU,HD MAPS,3,MOH,"(-0.61539500000, 34.59880000000)",Health Centre
2,GESUSU SDA HEALTH CENTRE,1233,NYANZA,KISII CENTRAL,MASABA,NYARIBARI MASABA,KISII,NYARIBARI CHACHE,GESUSU,GPS,3,MISS,"(-0.86716000000, 34.90588000000)",Health Centre
0,IBACHO HEALTH CENTRE,0,NYANZA,KISII CENTRAL,MASABA,NYARIBARI CENTRAL,KISII,NYARIBARI CHACHE,IBACHO,GPS,3,MOH,"(-0.80568300000, 34.90460000000)",Health Centre
4,IBENO HEALTH CENTRE,1254,NYANZA,KISII CENTRAL,KEUMBU,IBENO,KISII,NYARIBARI CHACHE,KABOSI,GPS,3,MOH,"(-0.77724000000, 34.85208000000)",Health Centre
5,IRANDA SUB- HEALTH CENTRE,1235,NYANZA,KISII CENTRAL,MOSOCHO,NYAKOE,KISII,NYARIBARI CHACHE,IRANDA,GPS,3,MOH,"(-0.62433000000, 34.78120000000)",Health Centre
7,IYABE SUB HEALTH CENTRE,1236,NYANZA,KISII CENTRAL,SUNEKA,IYABE,KISII,NYARIBARI CHACHE,BOMOKORA,GPS,3,MOH,"(-0.69103300000, 34.67990000000)",Health Centre
11,KIOGORO SUB-HEALTH CENTRE,1240,NYANZA,KISII CENTRAL,KEUMBU,KIOGORO,KISII,NYARIBARI CHACHE,BORONYI,GPS,3,MOH,"(-0.71883300000, 34.78110000000)",Health Centre
13,MARANI HEALTH CENTRE,1270,NYANZA,KISII CENTRAL,MARANI,MWAGICHANA,KISII,NYARIBARI CHACHE,IGEMO,GPS,3,MOH,"(-0.57546700000, 34.79820000000)",Health Centre
15,MASIMBA HEALTH CENTRE,1258,NYANZA,KISII CENTRAL,MASABA,NYARIBARI MASABA,KISII,NYARIBARI CHACHE,KEREMA,GPS,3,MOH,"(-0.85873300000, 34.94040000000)",Health Centre
18,MOSOCHO HEALTH CENTRE,1244,NYANZA,KISII CENTRAL,MOSOCHO,BOGEKA,KISII,NYARIBARI CHACHE,MOGUSII(CKISII),GPS,3,MISS,"(-0.59759000000, 34.74131000000)",Health Centre
30,RIANA HEALTH CENTRE,1262,NYANZA,KISII CENTRAL,SUNEKA,RIANA,KISII,NYARIBARI CHACHE,NYAMWARI,GPS,3,MOH,"(-0.65560000000, 34.66310000000)",Health Centre
32,RIOTANCHI HEALTH CENTRE,3017,NYANZA,KISII CENTRAL,SUNEKA,BOMORENDA,KISII,NYARIBARI CHACHE,BONYAORO,GPS,3,MOH,"(-0.70485000000, 34.71630000000)",Health Centre
2,BORABU HEALTH CENTRE,153,NYANZA,KISII NORTH,BORABU,NYASIONGO,NYAMIRA,NORTH MUGIRANGO,NYANSIONGO/GESIMA,HD MAPS,3,MISS,"(-0.78705000000, 34.98340000000)",Health Centre
4,CHEPNGOMBE HEALTH CENTRE,1501,NYANZA,KISII NORTH,BORABU,ESISE,NYAMIRA,NORTH MUGIRANGO,MANGA/LIETIGO,HD MAPS,3,MOH,"(-0.85534000000, 35.00010000000)",Health Centre
5,EKERENYO HEALTH CENTRE,1502,NYANZA,KISII NORTH,EKERENYO,EKERENYO,NYAMIRA,NORTH MUGIRANGO,BOISANGA 1,HD MAPS,3,MOH,"(-0.52795000000, 34.97070000000)",Health Centre
7,ERONGE HEALTH CENTRE,1479,NYANZA,KISII NORTH,BORABU,ESISE,NYAMIRA,NORTH MUGIRANGO,MANGA/LIETIGO,HD MAPS,3,MISS,"(-0.84931000000, 35.01960000000)",Health Centre
8,ESANI SUB-HEALTH CENTRE,1503,NYANZA,KISII NORTH,RIGOMA,MOCHENWA,NYAMIRA,NORTH MUGIRANGO,KARANTINI,HD MAPS,3,MOH,"(-0.70872000000, 34.94660000000)",Health Centre
16,ITIBO HEALTH CENTRE,1488,NYANZA,KISII NORTH,MANGA,KEMERA,NYAMIRA,NORTH MUGIRANGO,KEMERA,HD MAPS,3,MISS,"(-0.68729000000, 34.84210000000)",Health Centre
18,KEBIRIGO HEALTH CENTRE,1504,NYANZA,KISII NORTH,RIGOMA,MOCHENWA,NYAMIRA,NORTH MUGIRANGO,KARANTINI,HD MAPS,3,MISS,"(-0.70202000000, 34.93520000000)",Health Centre
19,KENYENYA HEALTH CENTRE,0,NYANZA,KISII NORTH,RIGOMA,MOCHENWA,NYAMIRA,NORTH MUGIRANGO,NYABIOSI,HD MAPS,3,MISS,"(-0.72412000000, 34.96060000000)",Health Centre
20,KEROKA HEALTH CENTRE,1256,NYANZA,KISII NORTH,RIGOMA,EAST KITUTU,NYAMIRA,NORTH MUGIRANGO,NYANKOBA,HD MAPS,3,MOH,"(-0.75090000000, 34.91910000000)",Health Centre
26,MAGOMBO SUB-HEALTH CENTRE,1493,NYANZA,KISII NORTH,MANGA,KEMERA,NYAMIRA,NORTH MUGIRANGO,KEMERA,HD MAPS,3,MOH,"(-0.66654000000, 34.83610000000)",Health Centre
29,MANGA HEALTH CENTRE,1505,NYANZA,KISII NORTH,MANGA,CENTRAL KITUTU,NYAMIRA,NORTH MUGIRANGO,NYAKONGO(NYAMIRA),HD MAPS,3,MOH,"(-0.63574000000, 34.87290000000)",Health Centre
30,MATONGO HEALTH CENTRE,1506,NYANZA,KISII NORTH,EKERENYO,N. MUG. CHACHE,NYAMIRA,NORTH MUGIRANGO,NYAKERIMO I & II,HD MAPS,3,MISS,"(-0.43757000000, 34.98940000000)",Health Centre
35,NYAMAIYA SUB-HEALTH CENTRE,1507,NYANZA,KISII NORTH,NYAMIRA,W. MUGIRANGO,NYAMIRA,NORTH MUGIRANGO,BOKIAMBORI,HD MAPS,3,MOH,"(-0.48712000000, 34.90840000000)",Health Centre
38,NYAMIRA SDA HEALTH CENTRE,3011,NYANZA,KISII NORTH,NYAMIRA,BONYAMATUTA CHA,NYAMIRA,NORTH MUGIRANGO,TOWNSHIP(NYAMIRA),ILRI MKT CENTRES,3,MISS,"(-0.55776100000, 34.93273300000)",Health Centre
39,NYAMUSI HEALTH CENTRE,884,NYANZA,KISII NORTH,EKERENYO,N. MUG. CHACHE,NYAMIRA,NORTH MUGIRANGO,NYAKERIMO I & II,HD MAPS,3,MOH,"(-0.44761000000, 34.97270000000)",Health Centre
41,NYASIONGO MISSION HEALTH CENTRE,1509,NYANZA,KISII NORTH,BORABU,ESISE,NYAMIRA,NORTH MUGIRANGO,MANGA/LIETIGO,ILRI VILLAGES,3,MISS,"(-0.86000000000, 35.01000000000)",Health Centre
45,RANGENYO HEALTH CENTRE,1510,NYANZA,KISII NORTH,NYAMIRA,W. MUGIRANGO,NYAMIRA,NORTH MUGIRANGO,BONYAIGUBA,HD MAPS,3,MISS,"(-0.51523000000, 34.88300000000)",Health Centre
47,TINGA SUB-HEALTH CENTRE,1511,NYANZA,KISII NORTH,NYAMIRA,BOSAMARO CHACHE,NYAMIRA,NORTH MUGIRANGO,IKOBE,HD MAPS,3,MOH,"(-0.60026000000, 34.89300000000)",Health Centre
15,KOMBEWA RHTC,1338,NYANZA,KISUMU,KOMBEWA,S.C. SEME,KISUMU,NYAKACH,UPPER KOMBEWA,DDP,3,MOH,"(-0.09732900000, 34.50530000000)",Health Centre
23,NYAHERA HC,1322,NYANZA,KISUMU,WINAM,NORTH KISUMU,KISUMU,NYAKACH,NYAHERA,SUBLOC CENTROID,3,MOH,"(-0.03146900000, 34.71478600000)",Health Centre
24,NYALENDA SUB-HEALTH CENTRE,3566,NYANZA,KISUMU,WINAM,WEST KOLWA,KISUMU,NYAKACH,NYALENDA 'B',DDP,3,MOH,"(-0.13687600000, 34.74750000000)",Health Centre
26,OBER KAMOTH HEALTH CENTRE,1323,NYANZA,KISUMU,WINAM,S.W KISUMU,KISUMU,NYAKACH,OSIRI,DDP,3,LA,"(-0.13125600000, 34.62500000000)",Health Centre
1,BUGUMBE HEALTH CENTRE,1390,NYANZA,KURIA,MABERA,TAGARE,MIGORI,KURIA EAST,MABERA,1:50000 MAPS,3,MOH,"(-1.16137000000, 34.43670000000)",Health Centre
6,ISEBANIA MISSION HEALTH CENTRE,2504,NYANZA,KURIA,KEHANCHA,BUKIRA WEST,MIGORI,KURIA EAST,NYABIKAYE,ILRI VILLAGES,3,MISS,"(-1.22000000000, 34.48000000000)",Health Centre
7,ISIBANIA RURAL DEMONSTRATION CENTRE,1473,NYANZA,KURIA,MABERA,BUGEMBE SOUTH,MIGORI,KURIA EAST,ISIBANIA,SUBLOC CENTROID,3,MOH,"(-1.20274600000, 34.46460700000)",Health Centre
8,KEGONGA HEALTH CENTRE,1476,NYANZA,KURIA,KEGONGA,NYABASI EAST,MIGORI,KURIA EAST,KEGONGA,1:50000 MAPS,3,MOH,"(-1.24622000000, 34.64950000000)",Health Centre
10,KEHANCHA MISSION H C,0,NYANZA,KURIA,KEHANCHA,BUKIRA EAST,MIGORI,KURIA EAST,IGENA,1:50000 MAPS,3,MISS,"(-1.19144200000, 34.61711700000)",Health Centre
12,KOMOTOBO HEALTH CENTRE,1446,NYANZA,KURIA,KEGONGA,NYABASI WEST,MIGORI,KURIA EAST,NYABIKONGORI,OMBO HOSP. REPORT,3,MISS,"(-1.26079000000, 34.61210000000)",Health Centre
14,MASABA HEALTH CENTRE,1405,NYANZA,KURIA,MASABA,BUGEMBE NORTH,MIGORI,KURIA EAST,MASABA(KURIA),1:50000 MAPS,3,MOH,"(-1.11731000000, 34.53220000000)",Health Centre
16,NTIMARU HEALTH CENTRE,1409,NYANZA,KURIA,NTIMARU,BWIREGE WEST,MIGORI,KURIA EAST,NTIMARU,OMBO HOSP. REPORT,3,MOH,"(-1.34212000000, 34.68600000000)",Health Centre
1,AGENGA SUB-HEALTH CENTRE,1378,NYANZA,MIGORI,NYATIKE,CENTRAL KADEM,MIGORI,KURIA EAST,E. KANYUOR,1:50000 MAPS,3,MOH,"(-0.93518500000, 34.24740000000)",Health Centre
3,AWENDO HEALTH CENTRE,1440,NYANZA,MIGORI,AWENDO,CENTRAL SAKWA,MIGORI,KURIA EAST,KOMBOK,DDP,3,MOH,"(-0.89701300000, 34.52380000000)",Health Centre
18,KANYIMACH SUB-HEALTH CENTRE,0,NYANZA,MIGORI,AWENDO,EAST SAKWA,MIGORI,KURIA EAST,KOGELO SOUTH,DDP,3,MOH,"(-0.96865500000, 34.61130000000)",Health Centre
21,KARUNGU HEALTH CENTRE,1443,NYANZA,MIGORI,KARUNGU,WEST KARUNGU,MIGORI,KURIA EAST,SORI,DDP,3,MOH,"(-0.84129100000, 34.15650000000)",Health Centre
23,KWOYO KODALO HEALTH CENTRE,3856,NYANZA,MIGORI,AWENDO,NORTH SAKWA,MIGORI,KURIA EAST,KAKMASIA,DDP,3,MOH,"(-0.77661400000, 34.50880000000)",Health Centre
25,MACALDER HEALTH CENTRE,1447,NYANZA,MIGORI,NYATIKE,SOUTH EAST KADEM,MIGORI,KURIA EAST,NYATIKE,DDP,3,MOH,"(-0.96903700000, 34.29960000000)",Health Centre
26,MARIWA HEALTH CENTRE,1448,NYANZA,MIGORI,AWENDO,SOUTH SAKWA,MIGORI,KURIA EAST,WAUNDHA,DISTRICT ESTIMATES,3,MOH,"(-0.95870500000, 34.54690000000)",Health Centre
30,MUHURU HEALTH CENTRE,1454,NYANZA,MIGORI,MUHURU,WEST MUHURU,MIGORI,KURIA EAST,KITHII,DDP,3,MOH,"(-0.99756900000, 34.08408300000)",Health Centre
40,ONGO SUB HEALTH CENTRE,1421,NYANZA,MIGORI,RONGO,EAST KAMAGAMBO,HOMA BAY,RANGWE,KAMBIJA,DISTRICT ESTIMATES,3,MOH,"(-0.66230000000, 34.57120000000)",Health Centre
47,RAKWARO MISSION HC,1458,NYANZA,MIGORI,RONGO,SOUTH KAMAGAMBO,MIGORI,KURIA EAST,N. KANYAJUOK,OMBO HOSP. REPORT,3,MISS,"(-0.78902400000, 34.60160000000)",Health Centre
48,RANEN SDA HEALTH CENTRE,1459,NYANZA,MIGORI,AWENDO,NORTH SAKWA,MIGORI,KURIA EAST,KADERA LWALA,ILRI MKT CENTRES,3,MISS,"(-0.85845400000, 34.56561900000)",Health Centre
49,RAPOGI CATHOLIC HEALTH CENTRE,1460,NYANZA,MIGORI,URIRI,NORTH KANYAMKAGO,MIGORI,KURIA EAST,KATIENO I,DISTRICT ESTIMATES,3,MISS,"(-0.90704800000, 34.46470000000)",Health Centre
51,RONGO HEALTH CENTRE,1463,NYANZA,MIGORI,RONGO,CENTRAL KAMAGAMBO,MIGORI,KURIA EAST,KABUORO,DDP,3,MOH,"(-0.74432400000, 34.60210000000)",Health Centre
59,ULANDA MISSION HC,1469,NYANZA,MIGORI,AWENDO,SOUTH SAKWA,MIGORI,KURIA EAST,ALEGO WEST,OMBO HOSP. REPORT,3,MISS,"(-0.99159600000, 34.56820000000)",Health Centre
60,URIRI SUB-HEALTH CENTRE,1434,NYANZA,MIGORI,URIRI,CENTRAL KANYAMKAGO,MIGORI,KURIA EAST,KAWERE IIB,DDP,3,MOH,"(-0.94238200000, 34.50510000000)",Health Centre
10,KATITO HEALTH CENTRE,1285,NYANZA,NYANDO,LOWER NYAKACH,N.E NYAKACH,KISUMU,NYAKACH,AGORO WEST,DDP,3,MOH,"(-0.26388300000, 34.96490000000)",Health Centre
14,KORU MISSION HEALTH CENTRE,1292,NYANZA,NYANDO,MUHORONI,KORU,KISUMU,NYAKACH,KORU,MEDS,3,MISS,"(-0.18288000000, 35.27376000000)",Health Centre
15,KUSA HEALTH CENTRE,1293,NYANZA,NYANDO,UPPER NYAKACH,THURDIBUORO,KISUMU,NYAKACH,WEST KOGUTA,DDP,3,MOH,"(-0.33129100000, 34.85400000000)",Health Centre
17,MASOGO SUB-HEALTH CENTRE,1319,NYANZA,NYANDO,MIWANI,N.E KANO,KISUMU,NYAKACH,KABAR EAST,DDP,3,MOH,"(-0.08654700000, 35.00950000000)",Health Centre
0,NYAKONGO HEALTH CENTRE,0,NYANZA,NYANDO,NYANDO,WAWIDHI,KISUMU,NYAKACH,NYAKONGO(NYANDO),DHMT,3,MOH,"(-0.16158400000, 34.98549200000)",Health Centre
25,NYANGOMA HEALTH CENTRE,1301,NYANZA,NYANDO,MIWANI,NYANGOMA,KISUMU,NYAKACH,WANGAYA I,DDP,3,MOH,"(-0.13840000000, 35.05310000000)",Health Centre
34,SIGOTI HEALTH CENTRE,1325,NYANZA,NYANDO,UPPER NYAKACH,SIGOTI,KISUMU,NYAKACH,RAMOGI,DHMT,3,MOH,"(-0.34527200000, 34.96964200000)",Health Centre
35,SONDU HEALTH CENTRE,1313,NYANZA,NYANDO,UPPER NYAKACH,SOUTH NYAKACH,KISUMU,NYAKACH,EAST KADIANG'A,DDP,3,MOH,"(-0.38003300000, 35.00120000000)",Health Centre
36,TAMU HEALTH CENTRE,1314,NYANZA,NYANDO,MUHORONI,TAMU,KISUMU,NYAKACH,UPPER TAMU,DDP,3,MOH,"(-0.09484400000, 35.20450000000)",Health Centre
1,ADIEDO H C,1389,NYANZA,RACHUONYO,EAST KARACHUONYO,KANYALUO WEST,HOMA BAY,RANGWE,KOBILA,HD MAPS,3,MOH,"(-0.42094200000, 34.60150000000)",Health Centre
3,ATEMO MISSION HEALTH CENTRE,1439,NYANZA,RACHUONYO,KASIPUL,KOJWACH,HOMA BAY,RANGWE,KOJWACH KAMUGA,DSA/DFH(MOH)-UNFPA REPORT,3,MISS,"(-0.49232200000, 34.86120000000)",Health Centre
9,HOMA LIME H C,1441,NYANZA,RACHUONYO,WEST KARACHUONYO,KANAM A,HOMA BAY,RANGWE,KOWOUR,HD MAPS,3,MOH,"(-0.41427900000, 34.46203600000)",Health Centre
10,KABONDO H C,1394,NYANZA,RACHUONYO,KABONDO,RAMULA,HOMA BAY,RANGWE,UPPER KODHOCH,HD MAPS,3,MOH,"(-0.40823000000, 34.87810000000)",Health Centre
11,KANDIEGE H C,1396,NYANZA,RACHUONYO,WEST KARACHUONYO,KOYUGI,HOMA BAY,RANGWE,KAMUGA 2,HD MAPS,3,MOH,"(-0.45638000000, 34.52970000000)",Health Centre
18,MAWEGO MISS. H C,1449,NYANZA,RACHUONYO,EAST KARACHUONYO,KOBUYA,HOMA BAY,RANGWE,KOBUYA WEST,MEDS,3,MISS,"(-0.38960000000, 34.77038000000)",Health Centre
19,MIRIU H C,1452,NYANZA,RACHUONYO,EAST KARACHUONYO,WANG'CHIENG,HOMA BAY,RANGWE,KOBALA,HD MAPS,3,MOH,"(-0.33976000000, 34.76820000000)",Health Centre
20,MISAMBI H C,3651,NYANZA,RACHUONYO,KABONDO,KASEWE,HOMA BAY,RANGWE,KASEWE 'B',HD MAPS,3,MISS,"(-0.45487000000, 34.91720000000)",Health Centre
24,NYAGOWA H C,1413,NYANZA,RACHUONYO,KASIPUL,KODERA,HOMA BAY,RANGWE,KADEL-KAMIDIGO,HD MAPS,3,MISS,"(-0.57393000000, 34.65920000000)",Health Centre
30,ORIANG CATHOLIC H C,3176,NYANZA,RACHUONYO,KABONDO,WANG'CHIENG,HOMA BAY,RANGWE,RONGO PALA,HD MAPS,3,MISS,"(-0.44886000000, 34.93980000000)",Health Centre
32,OTHORO H C,1370,NYANZA,RACHUONYO,KABONDO,WANG'CHIENG,HOMA BAY,RANGWE,KAKANGUTU EAST,HD MAPS,3,MOH,"(-0.42942700000, 34.95790000000)",Health Centre
34,RARUOWA MISS. H C,1461,NYANZA,RACHUONYO,WEST KARACHUONYO,KOYUGI,HOMA BAY,RANGWE,KOJWANG,HD MAPS,3,MISS,"(-0.41963100000, 34.54370000000)",Health Centre
2,ALUOR HEALTH CENTRE,1342,NYANZA,SIAYA,WAGAI,SOUTH GEM,SIAYA,UGENYA,ONYINYORE,GPS,3,MISS,"(0.01047000000, 34.46500000000)",Health Centre
6,GOGO HEALTH CENTRE,0,NYANZA,SIAYA,YALA,NORTH GEM,SIAYA,UGENYA,LUNDHA,HD MAPS,3,MOH,"(0.09343400000, 34.42480000000)",Health Centre
10,KODIAGA HEALTH CENTRE,1291,NYANZA,SIAYA,YALA,NORTH GEM,SIAYA,UGENYA,MALIERA,CDC PROJECT,3,MOH,"(0.10661900000, 34.45660000000)",Health Centre
13,MALANGA HEALTH CENTRE,1349,NYANZA,SIAYA,YALA,NORTH GEM,SIAYA,UGENYA,MALANGA(SIAYA),HD MAPS,3,MOH,"(0.13340000000, 34.42950000000)",Health Centre
15,MBAGA MISSION HEALTH CENTRE,1352,NYANZA,SIAYA,BORO,NORTH ALEGO,SIAYA,UGENYA,KOMOLO(SIAYA),MEDS,3,MISS,"(0.08298000000, 34.27626000000)",Health Centre
17,NDERE HEALTH CENTRE,1369,NYANZA,SIAYA,YALA,NORTH GEM,SIAYA,UGENYA,NDERE,HD MAPS,3,MOH,"(0.13850000000, 34.38570000000)",Health Centre
18,NG'IYA HEALTH CENTRE,1354,NYANZA,SIAYA,WAGAI,S.WEST GEM,SIAYA,UGENYA,KAUDHA WEST,MEDS,3,MISS,"(-0.04496500000, 34.37272500000)",Health Centre
19,NJEJRA HEALTH CENTRE,0,NYANZA,SIAYA,WAGAI,WEST GEM,SIAYA,UGENYA,DIENYA W,CDC PROJECT,3,MOH,"(-0.00169800000, 34.40710000000)",Health Centre
20,NYAGOND HEALTH CENTRE,0,NYANZA,SIAYA,WAGAI,N.EAST GEM,SIAYA,UGENYA,WAGAI,CDC PROJECT,3,MOH,"(0.05070800000, 34.41490000000)",Health Centre
23,NYANGWE HEALTH CENTRE,0,NYANZA,SIAYA,YALA,CENTRAL GEM,SIAYA,UGENYA,KAGILO,CDC PROJECT,3,MOH,"(0.07352300000, 34.45400000000)",Health Centre
24,NYAWARA HEALTH CENTRE,1386,NYANZA,SIAYA,YALA,CENTRAL GEM,SIAYA,UGENYA,NYAWARA,CDC PROJECT,3,MOH,"(0.09451000000, 34.48880000000)",Health Centre
25,OGERO HEALTH CENTRE,0,NYANZA,SIAYA,WAGAI,SOUTH GEM,SIAYA,UGENYA,GOMBE,CDC PROJECT,3,MOH,"(0.00551800000, 34.48280000000)",Health Centre
26,OPICHE HEALTH CENTRE,0,NYANZA,SIAYA,YALA,NORTH GEM,SIAYA,UGENYA,MALANGA(SIAYA),CDC PROJECT,3,MOH,"(0.12002800000, 34.43720000000)",Health Centre
28,RAMULA HEALTH CENTRE,1387,NYANZA,SIAYA,WAGAI,SOUTH GEM,SIAYA,UGENYA,GOMBE,HD MAPS,3,MOH,"(-0.01750000000, 34.49880000000)",Health Centre
31,RERA HEALTH CENTRE,1359,NYANZA,SIAYA,WAGAI,SOUTH GEM,SIAYA,UGENYA,RERA,CDC PROJECT,3,MOH,"(-0.00520700000, 34.44800000000)",Health Centre
32,RWAMBWA H C,1360,NYANZA,SIAYA,UKWALA,UKWALA,SIAYA,UGENYA,DOHO-EAST,ILRI MKT CENTRES,3,MOH,"(0.19603900000, 34.18854800000)",Health Centre
36,SIGOMER HEALTH CENTRE,1372,NYANZA,SIAYA,UGUNJA,EAST UHOLO,SIAYA,UGENYA,SIGOMRE,HD MAPS,3,MOH,"(0.19630000000, 34.36450000000)",Health Centre
38,SIREMBE HEALTH CENTRE,0,NYANZA,SIAYA,WAGAI,N.WEST GEM,SIAYA,UGENYA,SIREMBE,CDC PROJECT,3,MOH,"(0.09502700000, 34.40000000000)",Health Centre
42,UKWALA HEALTH CENTRE,1373,NYANZA,SIAYA,UKWALA,UKWALA,SIAYA,UGENYA,DOHO-EAST,HD MAPS,3,MOH,"(0.20780000000, 34.18080000000)",Health Centre
4,KITARE HEALTH CENTRE,1397,NYANZA,SUBA,MBITA,GEMBE EAST,HOMA BAY,RANGWE,KAYANJA,HD MAPS,3,MOH,"(-0.48212000000, 34.32213000000)",Health Centre
6,MAGUNGA HEALTH CENTRE,1402,NYANZA,SUBA,GWASSI,GWASSI CENTRAL,HOMA BAY,RANGWE,MAGUNGA,1:50000 MAPS,3,MOH,"(-0.69086000000, 34.14740000000)",Health Centre
7,MBITA HEALTH CENTRE,1450,NYANZA,SUBA,MBITA,GEMBE WEST,HOMA BAY,RANGWE,MBITA TOWNSHIP,1:50000 MAPS,3,MOH,"(-0.46729400000, 34.20430000000)",Health Centre
11,OGONGO HEALTH CENTRE,1420,NYANZA,SUBA,LAMBWE,LAMBWE WEST,HOMA BAY,RANGWE,OGONGO,HD MAPS,3,MOH,"(-0.58123000000, 34.35123000000)",Health Centre
13,SENA HEALTH CENTRE,1429,NYANZA,SUBA,MFANGANO,MFANGANO EAST,HOMA BAY,RANGWE,WAKINGA,1:50000 MAPS,3,MOH,"(-0.46790000000, 34.06210000000)",Health Centre
17,ST.  LUKE'S HEALTH CENTRE,1466,NYANZA,SUBA,MFANGANO,MFANGANO EAST,HOMA BAY,RANGWE,WAKINGA,DHMT,3,MISS,"(-0.47982700000, 34.06127200000)",Health Centre
21,TONGA HEALTH CENTRE,1468,NYANZA,SUBA,GWASSI,GWASSI WEST,HOMA BAY,RANGWE,TONGA,1:50000 MAPS,3,MISS,"(-0.69310000000, 34.11780000000)",Health Centre
6,BARWESA H C,1933,RIFT VALLEY,BARINGO,BARWESA,LAWAN,BARINGO,BARINGO CENTRAL,BARWESSA,DSA/MOH-UNICEF PROJECT REPORT(99),3,MOH,"(0.71316800000, 35.70130000000)",Health Centre
11,CHEMALENGOT H C,3854,RIFT VALLEY,BARINGO,NGINYANG,RIBKWO,BARINGO,BARINGO CENTRAL,CHESAKAM,DSA/MOH-UNICEF PROJECT REPORT(99),3,MOH,"(0.98723600000, 35.98770000000)",Health Centre
14,CHURO SUB-HEALTH CENTRE,1936,RIFT VALLEY,BARINGO,TANGULBEI,CHURO,BARINGO,BARINGO CENTRAL,CHURO,DSA/MOH-UNICEF PROJECT REPORT(99),3,MISS,"(0.78109800000, 36.41680000000)",Health Centre
16,KABARTONJO H C,1983,RIFT VALLEY,BARINGO,KABARTONJO,OSSEN,BARINGO,BARINGO CENTRAL,TIRIONDONIN,DSA/MOH-UNICEF PROJECT REPORT(99),3,MOH,"(0.62609200000, 35.78770000000)",Health Centre
17,KAMPI YA SAMAKI SUB-H C,1993,RIFT VALLEY,BARINGO,KABARTONJO,BARTUM,BARINGO,BARINGO CENTRAL,AKORIAN,DSA/MOH-UNICEF PROJECT REPORT(99),3,MOH,"(0.64156400000, 36.02240000000)",Health Centre
38,KIMALEL H C,3753,RIFT VALLEY,BARINGO,MARIGAT,KIMALEL,BARINGO,BARINGO CENTRAL,KORIEMA,DSA/MOH-UNICEF PROJECT REPORT(99),3,MOH,"(0.47782500000, 35.88280000000)",Health Centre
